category,symbol,ts_utc,ts_kst,close,body_pct,close_to_weekly_ma20_pct
above_w20,CUSDT,2026-05-25 14:00:00+00:00,2026-05-25 23:00:00+09:00,0.09344,5.415162454873645,36.21984109628983
above_w20,CUSDT,2026-05-25 17:00:00+00:00,2026-05-26 02:00:00+09:00,0.09935,5.110029623360121,44.83562941905388
base,CVCUSDT,2026-05-10 12:00:00+00:00,2026-05-10 21:00:00+09:00,0.03651,8.177777777777774,4.934900698416337
above_w20,CVCUSDT,2026-05-10 12:00:00+00:00,2026-05-10 21:00:00+09:00,0.03651,8.177777777777774,4.934900698416337
w20_band_0to10,CVCUSDT,2026-05-10 12:00:00+00:00,2026-05-10 21:00:00+09:00,0.03651,8.177777777777774,4.934900698416337
base,CYSUSDT,2026-05-13 13:00:00+00:00,2026-05-13 22:00:00+09:00,0.44369,10.554904941070927,10.273266145567957
base,CYSUSDT,2026-05-14 06:00:00+00:00,2026-05-14 15:00:00+09:00,0.44933,5.677461840588912,11.67501335884977
base,CYSUSDT,2026-05-21 03:00:00+00:00,2026-05-21 12:00:00+09:00,0.46821,7.468955861087522,14.211907105404691
base,CYSUSDT,2026-05-24 10:00:00+00:00,2026-05-24 19:00:00+09:00,0.47879,5.078459343794578,16.792719085446084
above_w20,CYSUSDT,2026-05-13 13:00:00+00:00,2026-05-13 22:00:00+09:00,0.44369,10.554904941070927,10.273266145567957
above_w20,CYSUSDT,2026-05-14 06:00:00+00:00,2026-05-14 15:00:00+09:00,0.44933,5.677461840588912,11.67501335884977
above_w20,CYSUSDT,2026-05-21 03:00:00+00:00,2026-05-21 12:00:00+09:00,0.46821,7.468955861087522,14.211907105404691
above_w20,CYSUSDT,2026-05-24 10:00:00+00:00,2026-05-24 19:00:00+09:00,0.47879,5.078459343794578,16.792719085446084
base,DASHUSDT,2026-05-06 05:00:00+00:00,2026-05-06 14:00:00+09:00,50.5,5.055127938423133,27.46248690669998
base,DASHUSDT,2026-05-06 07:00:00+00:00,2026-05-06 16:00:00+09:00,53.04,5.699481865284973,33.873471396660726
above_w20,DASHUSDT,2026-05-06 05:00:00+00:00,2026-05-06 14:00:00+09:00,50.5,5.055127938423133,27.46248690669998
above_w20,DASHUSDT,2026-05-06 07:00:00+00:00,2026-05-06 16:00:00+09:00,53.04,5.699481865284973,33.873471396660726
base,DEEPUSDT,2026-05-10 15:00:00+00:00,2026-05-11 00:00:00+09:00,0.03887,6.609983543609442,21.322783526070186
base,DEEPUSDT,2026-05-10 17:00:00+00:00,2026-05-11 02:00:00+09:00,0.04291,7.868275515334323,33.932612325795496
above_w20,DEEPUSDT,2026-05-10 15:00:00+00:00,2026-05-11 00:00:00+09:00,0.03887,6.609983543609442,21.322783526070186
above_w20,DEEPUSDT,2026-05-10 17:00:00+00:00,2026-05-11 02:00:00+09:00,0.04291,7.868275515334323,33.932612325795496
base,DEXEUSDT,2026-05-14 10:00:00+00:00,2026-05-14 19:00:00+09:00,13.274,7.07429216745986,116.87770606976551
base,DEXEUSDT,2026-05-21 16:00:00+00:00,2026-05-22 01:00:00+09:00,14.543,6.0681204872000505,119.36632199772231
above_w20,DEXEUSDT,2026-05-14 10:00:00+00:00,2026-05-14 19:00:00+09:00,13.274,7.07429216745986,116.87770606976551
above_w20,DEXEUSDT,2026-05-21 16:00:00+00:00,2026-05-22 01:00:00+09:00,14.543,6.0681204872000505,119.36632199772231
base,DOGSUSDT,2026-05-06 16:00:00+00:00,2026-05-07 01:00:00+09:00,5.959e-05,9.782608695652165,80.92664561573962
base,DOGSUSDT,2026-05-07 00:00:00+00:00,2026-05-07 09:00:00+09:00,6.932e-05,17.891156462585027,110.46878795239252
base,DOGSUSDT,2026-05-07 17:00:00+00:00,2026-05-08 02:00:00+09:00,8.642e-05,7.220843672456587,162.38766091814432
above_w20,DOGSUSDT,2026-05-06 16:00:00+00:00,2026-05-07 01:00:00+09:00,5.959e-05,9.782608695652165,80.92664561573962
above_w20,DOGSUSDT,2026-05-07 00:00:00+00:00,2026-05-07 09:00:00+09:00,6.932e-05,17.891156462585027,110.46878795239252
above_w20,DOGSUSDT,2026-05-07 17:00:00+00:00,2026-05-08 02:00:00+09:00,8.642e-05,7.220843672456587,162.38766091814432
base,DRIFTUSDT,2026-05-25 08:00:00+00:00,2026-05-25 17:00:00+09:00,0.0326,6.535947712418295,-57.460690285117764
base,DRIFTUSDT,2026-05-27 02:00:00+00:00,2026-05-27 11:00:00+09:00,0.04689,8.116209361309666,-38.81385789782736
base,DRIFTUSDT,2026-05-27 10:00:00+00:00,2026-05-27 19:00:00+09:00,0.03554,7.0804459174450285,-53.62432308997194
base,DRIFTUSDT,2026-05-30 01:00:00+00:00,2026-05-30 10:00:00+09:00,0.02805,5.570191945803533,-63.3979252299863
base,DYMUSDT,2026-05-09 00:00:00+00:00,2026-05-09 09:00:00+09:00,0.02442,7.957559681697609,-41.596412556053814
base,DYMUSDT,2026-05-09 04:00:00+00:00,2026-05-09 13:00:00+09:00,0.02811,13.027744270205066,-32.771300448430495
base,DYMUSDT,2026-05-20 04:00:00+00:00,2026-05-20 13:00:00+09:00,0.02546,5.468102734051359,-31.48362442476924
base,DYMUSDT,2026-05-23 19:00:00+00:00,2026-05-24 04:00:00+09:00,0.0274,5.914186316196367,-26.262816545116934
base,EIGENUSDT,2026-05-25 14:00:00+00:00,2026-05-25 23:00:00+09:00,0.2523,5.786163522012593,16.767714166705254
above_w20,EIGENUSDT,2026-05-25 14:00:00+00:00,2026-05-25 23:00:00+09:00,0.2523,5.786163522012593,16.767714166705254
base,ENSUSDT,2026-05-30 00:00:00+00:00,2026-05-30 09:00:00+09:00,6.226,6.282007511095943,-6.198916752668562
base,EPICUSDT,2026-06-01 13:00:00+00:00,2026-06-01 22:00:00+09:00,0.333,10.119047619047624,6.07798165137616
base,EPICUSDT,2026-06-03 04:00:00+00:00,2026-06-03 13:00:00+09:00,0.431,5.070697220867865,37.296126401631
base,EPICUSDT,2026-06-03 10:00:00+00:00,2026-06-03 19:00:00+09:00,0.571,21.282922684791835,81.89347604485219
above_w20,EPICUSDT,2026-06-01 13:00:00+00:00,2026-06-01 22:00:00+09:00,0.333,10.119047619047624,6.07798165137616
above_w20,EPICUSDT,2026-06-03 04:00:00+00:00,2026-06-03 13:00:00+09:00,0.431,5.070697220867865,37.296126401631
above_w20,EPICUSDT,2026-06-03 10:00:00+00:00,2026-06-03 19:00:00+09:00,0.571,21.282922684791835,81.89347604485219
w20_band_0to10,EPICUSDT,2026-06-01 13:00:00+00:00,2026-06-01 22:00:00+09:00,0.333,10.119047619047624,6.07798165137616
base,ERAUSDT,2026-05-25 04:00:00+00:00,2026-05-25 13:00:00+09:00,0.1351,6.967537608867777,-9.589774476343445
base,ESPORTSUSDT,2026-05-14 12:00:00+00:00,2026-05-14 21:00:00+09:00,0.64278,8.048411497730717,65.21231779943093
base,ESPORTSUSDT,2026-05-20 00:00:00+00:00,2026-05-20 09:00:00+09:00,0.62757,6.519451422364034,56.30226357716672
base,ESPORTSUSDT,2026-05-20 19:00:00+00:00,2026-05-21 04:00:00+09:00,0.78078,9.80662400675059,94.46066790283194
base,ESPORTSUSDT,2026-05-21 12:00:00+00:00,2026-05-21 21:00:00+09:00,0.68776,6.561720456763917,71.29315422635275
base,ESPORTSUSDT,2026-05-28 00:00:00+00:00,2026-05-28 09:00:00+09:00,0.04509,13.634072580645157,-89.10152213715548
base,ESPORTSUSDT,2026-05-28 13:00:00+00:00,2026-05-28 22:00:00+09:00,0.04696,10.390220968500236,-88.64953381150636
base,ESPORTSUSDT,2026-05-28 16:00:00+00:00,2026-05-29 01:00:00+09:00,0.06151,18.74517374517375,-85.13272625097437
base,ESPORTSUSDT,2026-05-28 17:00:00+00:00,2026-05-29 02:00:00+09:00,0.0706,14.778084864249704,-82.93562791934305
base,ESPORTSUSDT,2026-06-01 23:00:00+00:00,2026-06-02 08:00:00+09:00,0.05671,6.758283132530125,-85.62055872154572
base,ESPORTSUSDT,2026-06-02 17:00:00+00:00,2026-06-03 02:00:00+09:00,0.05229,8.104196816208391,-86.74129810526583
base,ESPORTSUSDT,2026-06-02 23:00:00+00:00,2026-06-03 08:00:00+09:00,0.05944,18.619038116144477,-84.92833733748328
above_w20,ESPORTSUSDT,2026-05-14 12:00:00+00:00,2026-05-14 21:00:00+09:00,0.64278,8.048411497730717,65.21231779943093
above_w20,ESPORTSUSDT,2026-05-20 00:00:00+00:00,2026-05-20 09:00:00+09:00,0.62757,6.519451422364034,56.30226357716672
above_w20,ESPORTSUSDT,2026-05-20 19:00:00+00:00,2026-05-21 04:00:00+09:00,0.78078,9.80662400675059,94.46066790283194
above_w20,ESPORTSUSDT,2026-05-21 12:00:00+00:00,2026-05-21 21:00:00+09:00,0.68776,6.561720456763917,71.29315422635275
base,ETHFIUSDT,2026-06-03 21:00:00+00:00,2026-06-04 06:00:00+09:00,0.3701,5.5920114122681905,-21.58399898298622
base,EULUSDT,2026-06-02 07:00:00+00:00,2026-06-02 16:00:00+09:00,1.385,5.564024390243898,16.4159031688661
base,EULUSDT,2026-06-03 21:00:00+00:00,2026-06-04 06:00:00+09:00,1.096,5.182341650671789,-7.87593510969151
above_w20,EULUSDT,2026-06-02 07:00:00+00:00,2026-06-02 16:00:00+09:00,1.385,5.564024390243898,16.4159031688661
base,FETUSDT,2026-05-29 17:00:00+00:00,2026-05-30 02:00:00+09:00,0.262,7.157464212678944,28.1204919435683
base,FETUSDT,2026-06-03 04:00:00+00:00,2026-06-03 13:00:00+09:00,0.261,5.030181086519119,28.381701918347286
above_w20,FETUSDT,2026-05-29 17:00:00+00:00,2026-05-30 02:00:00+09:00,0.262,7.157464212678944,28.1204919435683
above_w20,FETUSDT,2026-06-03 04:00:00+00:00,2026-06-03 13:00:00+09:00,0.261,5.030181086519119,28.381701918347286
base,FFUSDT,2026-06-01 01:00:00+00:00,2026-06-01 10:00:00+09:00,0.11084,8.91225311977989,43.59186951846718
above_w20,FFUSDT,2026-06-01 01:00:00+00:00,2026-06-01 10:00:00+09:00,0.11084,8.91225311977989,43.59186951846718
base,FIDAUSDT,2026-05-18 05:00:00+00:00,2026-05-18 14:00:00+09:00,0.02378,13.834370512206801,16.540063709875028
base,FIDAUSDT,2026-05-20 05:00:00+00:00,2026-05-20 14:00:00+09:00,0.02629,7.174887892376687,28.840970350404323
base,FIDAUSDT,2026-05-20 07:00:00+00:00,2026-05-20 16:00:00+09:00,0.0276,11.650485436893208,35.260965449644694
base,FIDAUSDT,2026-05-21 11:00:00+00:00,2026-05-21 20:00:00+09:00,0.03654,9.828674481514884,79.07375643224702
base,FIDAUSDT,2026-05-22 03:00:00+00:00,2026-05-22 12:00:00+09:00,0.03932,5.926724137931036,92.69786816956629
base,FIDAUSDT,2026-05-25 02:00:00+00:00,2026-05-25 11:00:00+09:00,0.0387,5.651105651105638,90.3403501868975
above_w20,FIDAUSDT,2026-05-18 05:00:00+00:00,2026-05-18 14:00:00+09:00,0.02378,13.834370512206801,16.540063709875028
above_w20,FIDAUSDT,2026-05-20 05:00:00+00:00,2026-05-20 14:00:00+09:00,0.02629,7.174887892376687,28.840970350404323
above_w20,FIDAUSDT,2026-05-20 07:00:00+00:00,2026-05-20 16:00:00+09:00,0.0276,11.650485436893208,35.260965449644694
above_w20,FIDAUSDT,2026-05-21 11:00:00+00:00,2026-05-21 20:00:00+09:00,0.03654,9.828674481514884,79.07375643224702
above_w20,FIDAUSDT,2026-05-22 03:00:00+00:00,2026-05-22 12:00:00+09:00,0.03932,5.926724137931036,92.69786816956629
above_w20,FIDAUSDT,2026-05-25 02:00:00+00:00,2026-05-25 11:00:00+09:00,0.0387,5.651105651105638,90.3403501868975
base,FILUSDT,2026-05-06 01:00:00+00:00,2026-05-06 10:00:00+09:00,1.0345,5.399898115129897,-1.5933412604042847
base,FILUSDT,2026-05-06 03:00:00+00:00,2026-05-06 12:00:00+09:00,1.1182,8.090865152247472,6.368608799048757
base,FILUSDT,2026-06-03 10:00:00+00:00,2026-06-03 19:00:00+09:00,0.9454,5.7139662305714,-2.7641356612069723
above_w20,FILUSDT,2026-05-06 03:00:00+00:00,2026-05-06 12:00:00+09:00,1.1182,8.090865152247472,6.368608799048757
w20_band_0to10,FILUSDT,2026-05-06 03:00:00+00:00,2026-05-06 12:00:00+09:00,1.1182,8.090865152247472,6.368608799048757
base,FLOCKUSDT,2026-05-08 01:00:00+00:00,2026-05-08 10:00:00+09:00,0.07917,5.055732484076444,18.681417521136893
base,FLOCKUSDT,2026-05-18 04:00:00+00:00,2026-05-18 13:00:00+09:00,0.06758,5.117436615336757,4.39080903649355
above_w20,FLOCKUSDT,2026-05-08 01:00:00+00:00,2026-05-08 10:00:00+09:00,0.07917,5.055732484076444,18.681417521136893
above_w20,FLOCKUSDT,2026-05-18 04:00:00+00:00,2026-05-18 13:00:00+09:00,0.06758,5.117436615336757,4.39080903649355
w20_band_0to10,FLOCKUSDT,2026-05-18 04:00:00+00:00,2026-05-18 13:00:00+09:00,0.06758,5.117436615336757,4.39080903649355
base,FOLKSUSDT,2026-05-11 02:00:00+00:00,2026-05-11 11:00:00+09:00,1.4477,5.004714586204392,-19.524160262378917
base,GIGGLEUSDT,2026-05-10 15:00:00+00:00,2026-05-11 00:00:00+09:00,39.96,5.938494167550377,1.5243902439024426
above_w20,GIGGLEUSDT,2026-05-10 15:00:00+00:00,2026-05-11 00:00:00+09:00,39.96,5.938494167550377,1.5243902439024426
w20_band_0to10,GIGGLEUSDT,2026-05-10 15:00:00+00:00,2026-05-11 00:00:00+09:00,39.96,5.938494167550377,1.5243902439024426
base,GMTUSDT,2026-05-23 06:00:00+00:00,2026-05-23 15:00:00+09:00,0.01255,11.160318866253329,0.7303956978890827
above_w20,GMTUSDT,2026-05-23 06:00:00+00:00,2026-05-23 15:00:00+09:00,0.01255,11.160318866253329,0.7303956978890827
w20_band_0to10,GMTUSDT,2026-05-23 06:00:00+00:00,2026-05-23 15:00:00+09:00,0.01255,11.160318866253329,0.7303956978890827
base,GOATUSDT,2026-06-03 04:00:00+00:00,2026-06-03 13:00:00+09:00,0.01785,5.558840922531045,-10.894795956570574
base,GRASSUSDT,2026-05-23 20:00:00+00:00,2026-05-24 05:00:00+09:00,0.5386,8.58870967741935,83.49999148254776
base,GRASSUSDT,2026-05-25 21:00:00+00:00,2026-05-26 06:00:00+09:00,0.6159,6.446595229865191,102.85224952242935
base,GRASSUSDT,2026-05-29 17:00:00+00:00,2026-05-30 02:00:00+09:00,0.5218,12.602503236944337,71.85956129372244
base,GRASSUSDT,2026-06-03 13:00:00+00:00,2026-06-03 22:00:00+09:00,0.5225,8.290155440414503,68.33389713107489
above_w20,GRASSUSDT,2026-05-23 20:00:00+00:00,2026-05-24 05:00:00+09:00,0.5386,8.58870967741935,83.49999148254776
above_w20,GRASSUSDT,2026-05-25 21:00:00+00:00,2026-05-26 06:00:00+09:00,0.6159,6.446595229865191,102.85224952242935
above_w20,GRASSUSDT,2026-05-29 17:00:00+00:00,2026-05-30 02:00:00+09:00,0.5218,12.602503236944337,71.85956129372244
above_w20,GRASSUSDT,2026-06-03 13:00:00+00:00,2026-06-03 22:00:00+09:00,0.5225,8.290155440414503,68.33389713107489
base,GUNUSDT,2026-05-27 06:00:00+00:00,2026-05-27 15:00:00+09:00,0.00975,5.51948051948052,-51.95505950181092
base,HAEDALUSDT,2026-06-03 10:00:00+00:00,2026-06-03 19:00:00+09:00,0.02862,6.512839598064748,-5.991328340559714
base,HBARUSDT,2026-05-30 00:00:00+00:00,2026-05-30 09:00:00+09:00,0.10808,9.039548022598867,14.358873975632077
above_w20,HBARUSDT,2026-05-30 00:00:00+00:00,2026-05-30 09:00:00+09:00,0.10808,9.039548022598867,14.358873975632077
base,HFTUSDT,2026-06-01 08:00:00+00:00,2026-06-01 17:00:00+09:00,0.01226,5.2360515021459175,-23.506473249103106
base,HIVEUSDT,2026-05-31 05:00:00+00:00,2026-05-31 14:00:00+09:00,0.07552,16.525227588335127,9.812931228779348
above_w20,HIVEUSDT,2026-05-31 05:00:00+00:00,2026-05-31 14:00:00+09:00,0.07552,16.525227588335127,9.812931228779348
w20_band_0to10,HIVEUSDT,2026-05-31 05:00:00+00:00,2026-05-31 14:00:00+09:00,0.07552,16.525227588335127,9.812931228779348
base,HOMEUSDT,2026-05-31 06:00:00+00:00,2026-05-31 15:00:00+09:00,0.03117,8.304378040305767,37.59463217604343
base,HOMEUSDT,2026-06-01 05:00:00+00:00,2026-06-01 14:00:00+09:00,0.04471,8.36160930683471,92.0573895487446
base,HOMEUSDT,2026-06-01 09:00:00+00:00,2026-06-01 18:00:00+09:00,0.03927,7.061068702290083,68.68919005992396
above_w20,HOMEUSDT,2026-05-31 06:00:00+00:00,2026-05-31 15:00:00+09:00,0.03117,8.304378040305767,37.59463217604343
above_w20,HOMEUSDT,2026-06-01 05:00:00+00:00,2026-06-01 14:00:00+09:00,0.04471,8.36160930683471,92.0573895487446
above_w20,HOMEUSDT,2026-06-01 09:00:00+00:00,2026-06-01 18:00:00+09:00,0.03927,7.061068702290083,68.68919005992396
base,HOODUSDT,2026-05-29 15:00:00+00:00,2026-05-30 00:00:00+09:00,93.04,5.427762039660064,13.351445523324543
above_w20,HOODUSDT,2026-05-29 15:00:00+00:00,2026-05-30 00:00:00+09:00,93.04,5.427762039660064,13.351445523324543
base,HUMAUSDT,2026-05-10 04:00:00+00:00,2026-05-10 13:00:00+09:00,0.02232,6.387035271687326,11.430069144554555
above_w20,HUMAUSDT,2026-05-10 04:00:00+00:00,2026-05-10 13:00:00+09:00,0.02232,6.387035271687326,11.430069144554555
base,HUSDT,2026-05-09 15:00:00+00:00,2026-05-10 00:00:00+09:00,0.21115,7.2317302320857255,50.400307709840995
base,HUSDT,2026-05-16 15:00:00+00:00,2026-05-17 00:00:00+09:00,0.23408,6.038505096262744,63.16231541600885
base,HUSDT,2026-05-28 06:00:00+00:00,2026-05-28 15:00:00+09:00,0.24313,5.287545470292754,61.4741414235334
base,HUSDT,2026-05-28 07:00:00+00:00,2026-05-28 16:00:00+09:00,0.26167,7.62555011722124,73.78743300413764
base,HUSDT,2026-05-29 23:00:00+00:00,2026-05-30 08:00:00+09:00,0.28439,5.419431367461158,88.87686044272058
base,HUSDT,2026-05-30 10:00:00+00:00,2026-05-30 19:00:00+09:00,0.33539,13.089658428027118,122.74837449939895
base,HUSDT,2026-05-30 13:00:00+00:00,2026-05-30 22:00:00+09:00,0.34699,8.282103292245283,130.45248357895716
base,HUSDT,2026-05-30 16:00:00+00:00,2026-05-31 01:00:00+09:00,0.38488,5.19295944025364,155.6170260810658
base,HUSDT,2026-05-31 22:00:00+00:00,2026-06-01 07:00:00+09:00,0.46111,14.334242499380121,206.24497738578324
base,HUSDT,2026-06-01 00:00:00+00:00,2026-06-01 09:00:00+09:00,0.52735,14.061080590041964,218.83505946227007
base,HUSDT,2026-06-01 04:00:00+00:00,2026-06-01 13:00:00+09:00,0.66264,10.160925655007306,300.6312009141531
base,HUSDT,2026-06-01 08:00:00+00:00,2026-06-01 17:00:00+09:00,0.70204,8.006153846153842,324.4523848390861
base,HUSDT,2026-06-01 19:00:00+00:00,2026-06-02 04:00:00+09:00,0.68653,9.045713015025882,315.07506091330663
above_w20,HUSDT,2026-05-09 15:00:00+00:00,2026-05-10 00:00:00+09:00,0.21115,7.2317302320857255,50.400307709840995
above_w20,HUSDT,2026-05-16 15:00:00+00:00,2026-05-17 00:00:00+09:00,0.23408,6.038505096262744,63.16231541600885
above_w20,HUSDT,2026-05-28 06:00:00+00:00,2026-05-28 15:00:00+09:00,0.24313,5.287545470292754,61.4741414235334
above_w20,HUSDT,2026-05-28 07:00:00+00:00,2026-05-28 16:00:00+09:00,0.26167,7.62555011722124,73.78743300413764
above_w20,HUSDT,2026-05-29 23:00:00+00:00,2026-05-30 08:00:00+09:00,0.28439,5.419431367461158,88.87686044272058
above_w20,HUSDT,2026-05-30 10:00:00+00:00,2026-05-30 19:00:00+09:00,0.33539,13.089658428027118,122.74837449939895
above_w20,HUSDT,2026-05-30 13:00:00+00:00,2026-05-30 22:00:00+09:00,0.34699,8.282103292245283,130.45248357895716
above_w20,HUSDT,2026-05-30 16:00:00+00:00,2026-05-31 01:00:00+09:00,0.38488,5.19295944025364,155.6170260810658
above_w20,HUSDT,2026-05-31 22:00:00+00:00,2026-06-01 07:00:00+09:00,0.46111,14.334242499380121,206.24497738578324
above_w20,HUSDT,2026-06-01 00:00:00+00:00,2026-06-01 09:00:00+09:00,0.52735,14.061080590041964,218.83505946227007
above_w20,HUSDT,2026-06-01 04:00:00+00:00,2026-06-01 13:00:00+09:00,0.66264,10.160925655007306,300.6312009141531
above_w20,HUSDT,2026-06-01 08:00:00+00:00,2026-06-01 17:00:00+09:00,0.70204,8.006153846153842,324.4523848390861
above_w20,HUSDT,2026-06-01 19:00:00+00:00,2026-06-02 04:00:00+09:00,0.68653,9.045713015025882,315.07506091330663
base,ICPUSDT,2026-05-06 15:00:00+00:00,2026-05-07 00:00:00+09:00,2.931,6.50436046511629,10.351838256056928
base,ICPUSDT,2026-06-03 21:00:00+00:00,2026-06-04 06:00:00+09:00,3.169,6.022080963532959,22.352850331074684
above_w20,ICPUSDT,2026-05-06 15:00:00+00:00,2026-05-07 00:00:00+09:00,2.931,6.50436046511629,10.351838256056928
above_w20,ICPUSDT,2026-06-03 21:00:00+00:00,2026-06-04 06:00:00+09:00,3.169,6.022080963532959,22.352850331074684
base,IDOLUSDT,2026-06-02 10:00:00+00:00,2026-06-02 19:00:00+09:00,0.0333,8.398437500000009,33.68930284842525
above_w20,IDOLUSDT,2026-06-02 10:00:00+00:00,2026-06-02 19:00:00+09:00,0.0333,8.398437500000009,33.68930284842525
base,IDUSDT,2026-05-29 10:00:00+00:00,2026-05-29 19:00:00+09:00,0.03337,10.423560555923219,-23.3578318787322
base,INITUSDT,2026-06-03 00:00:00+00:00,2026-06-03 09:00:00+09:00,0.06848,5.907825549025679,-19.46371868752206
base,INJUSDT,2026-05-13 09:00:00+00:00,2026-05-13 18:00:00+09:00,5.851,7.180802344751792,60.48603872949696
base,INJUSDT,2026-05-14 04:00:00+00:00,2026-05-14 13:00:00+09:00,5.254,6.077124974762755,44.11103187229139
base,INJUSDT,2026-05-19 00:00:00+00:00,2026-05-19 09:00:00+09:00,5.399,5.079797586609578,48.49755896307501
base,INJUSDT,2026-05-29 15:00:00+00:00,2026-05-30 00:00:00+09:00,6.668,5.606588533417803,83.53724831752936
above_w20,INJUSDT,2026-05-13 09:00:00+00:00,2026-05-13 18:00:00+09:00,5.851,7.180802344751792,60.48603872949696
above_w20,INJUSDT,2026-05-14 04:00:00+00:00,2026-05-14 13:00:00+09:00,5.254,6.077124974762755,44.11103187229139
above_w20,INJUSDT,2026-05-19 00:00:00+00:00,2026-05-19 09:00:00+09:00,5.399,5.079797586609578,48.49755896307501
above_w20,INJUSDT,2026-05-29 15:00:00+00:00,2026-05-30 00:00:00+09:00,6.668,5.606588533417803,83.53724831752936
base,INTCUSDT,2026-05-08 16:00:00+00:00,2026-05-09 01:00:00+09:00,126.5,6.976744186046512,147.75259993341038
above_w20,INTCUSDT,2026-05-08 16:00:00+00:00,2026-05-09 01:00:00+09:00,126.5,6.976744186046512,147.75259993341038
base,INUSDT,2026-05-22 15:00:00+00:00,2026-05-23 00:00:00+09:00,0.06714,5.0868680544686224,5.504659239121882
base,INUSDT,2026-05-24 03:00:00+00:00,2026-05-24 12:00:00+09:00,0.10123,5.163099937668815,59.07412354447881
base,INUSDT,2026-05-25 07:00:00+00:00,2026-05-25 16:00:00+09:00,0.08499,9.354091610910961,33.26538612308898
base,INUSDT,2026-05-29 12:00:00+00:00,2026-05-29 21:00:00+09:00,0.10747,8.2603001913972,68.51430811446491
base,INUSDT,2026-06-03 04:00:00+00:00,2026-06-03 13:00:00+09:00,0.08385,5.2730696798493355,29.013893803948115
above_w20,INUSDT,2026-05-22 15:00:00+00:00,2026-05-23 00:00:00+09:00,0.06714,5.0868680544686224,5.504659239121882
above_w20,INUSDT,2026-05-24 03:00:00+00:00,2026-05-24 12:00:00+09:00,0.10123,5.163099937668815,59.07412354447881
above_w20,INUSDT,2026-05-25 07:00:00+00:00,2026-05-25 16:00:00+09:00,0.08499,9.354091610910961,33.26538612308898
above_w20,INUSDT,2026-05-29 12:00:00+00:00,2026-05-29 21:00:00+09:00,0.10747,8.2603001913972,68.51430811446491
above_w20,INUSDT,2026-06-03 04:00:00+00:00,2026-06-03 13:00:00+09:00,0.08385,5.2730696798493355,29.013893803948115
w20_band_0to10,INUSDT,2026-05-22 15:00:00+00:00,2026-05-23 00:00:00+09:00,0.06714,5.0868680544686224,5.504659239121882
base,IOTAUSDT,2026-05-30 00:00:00+00:00,2026-05-30 09:00:00+09:00,0.06972,6.654428636989455,6.735251567272166
above_w20,IOTAUSDT,2026-05-30 00:00:00+00:00,2026-05-30 09:00:00+09:00,0.06972,6.654428636989455,6.735251567272166
w20_band_0to10,IOTAUSDT,2026-05-30 00:00:00+00:00,2026-05-30 09:00:00+09:00,0.06972,6.654428636989455,6.735251567272166
base,IOUSDT,2026-05-06 06:00:00+00:00,2026-05-06 15:00:00+09:00,0.1835,45.51942902458367,47.82293470818061
base,IOUSDT,2026-05-06 07:00:00+00:00,2026-05-06 16:00:00+09:00,0.2065,12.534059945504083,66.35114995770734
base,IOUSDT,2026-05-08 17:00:00+00:00,2026-05-09 02:00:00+09:00,0.1752,12.37973059653623,41.13666572682966
base,IOUSDT,2026-05-26 06:00:00+00:00,2026-05-26 15:00:00+09:00,0.1725,5.3756872327428065,41.521043563869036
base,IOUSDT,2026-06-03 04:00:00+00:00,2026-06-03 13:00:00+09:00,0.1758,5.269461077844313,43.762521977348
above_w20,IOUSDT,2026-05-06 06:00:00+00:00,2026-05-06 15:00:00+09:00,0.1835,45.51942902458367,47.82293470818061
above_w20,IOUSDT,2026-05-06 07:00:00+00:00,2026-05-06 16:00:00+09:00,0.2065,12.534059945504083,66.35114995770734
above_w20,IOUSDT,2026-05-08 17:00:00+00:00,2026-05-09 02:00:00+09:00,0.1752,12.37973059653623,41.13666572682966
above_w20,IOUSDT,2026-05-26 06:00:00+00:00,2026-05-26 15:00:00+09:00,0.1725,5.3756872327428065,41.521043563869036
above_w20,IOUSDT,2026-06-03 04:00:00+00:00,2026-06-03 13:00:00+09:00,0.1758,5.269461077844313,43.762521977348
base,IRYSUSDT,2026-05-12 00:00:00+00:00,2026-05-12 09:00:00+09:00,0.04744,5.305216426193126,46.45139381965241
base,IRYSUSDT,2026-05-14 00:00:00+00:00,2026-05-14 09:00:00+09:00,0.06373,12.75654635527246,96.74003642762324
base,IRYSUSDT,2026-05-14 08:00:00+00:00,2026-05-14 17:00:00+09:00,0.05904,5.034691336061197,82.26159972833639
base,IRYSUSDT,2026-05-20 06:00:00+00:00,2026-05-20 15:00:00+09:00,0.0374,5.056179775280907,13.572523951959434
above_w20,IRYSUSDT,2026-05-12 00:00:00+00:00,2026-05-12 09:00:00+09:00,0.04744,5.305216426193126,46.45139381965241
above_w20,IRYSUSDT,2026-05-14 00:00:00+00:00,2026-05-14 09:00:00+09:00,0.06373,12.75654635527246,96.74003642762324
above_w20,IRYSUSDT,2026-05-14 08:00:00+00:00,2026-05-14 17:00:00+09:00,0.05904,5.034691336061197,82.26159972833639
above_w20,IRYSUSDT,2026-05-20 06:00:00+00:00,2026-05-20 15:00:00+09:00,0.0374,5.056179775280907,13.572523951959434
base,JCTUSDT,2026-05-12 14:00:00+00:00,2026-05-12 23:00:00+09:00,0.00332,6.070287539936104,40.401327892077035
base,JCTUSDT,2026-05-14 01:00:00+00:00,2026-05-14 10:00:00+09:00,0.004584,5.84160701916418,93.85532742689192
