symbol,ts_kst,close,body_pct,prev_range_pct,breakout_pct,prev_max,close_now,change_now_pct
PIXELUSDT,2026-06-01 07:00,0.00744,6.437768240343359,6.0266505148395035,6.2553556126820915,0.007002,0.006286,-15.51075268817205
VELVETUSDT,2026-05-31 19:00,0.1006,7.59358288770053,5.634417995195471,3.9900764936944264,0.09674,0.10465,4.025844930417507
HOMEUSDT,2026-05-31 15:00,0.03117,8.304378040305767,8.570359281437128,7.445708376421918,0.02901,0.03812,22.29708052614694
HIVEUSDT,2026-05-31 14:00,0.07552,16.525227588335127,12.850426606303333,16.525227588335127,0.06481,0.05646,-25.23834745762712
KITEUSDT,2026-05-31 11:00,0.20876,5.588993981083408,5.079681274900386,4.145672237465709,0.20045,0.19233,-7.870281663153861
BANDUSDT,2026-05-31 01:00,0.2075,5.063291139240497,6.6312997347480165,3.233830845771133,0.201,0.194,-6.506024096385535
MAGMAUSDT,2026-05-30 23:00,0.28665,9.141791044776133,9.215978116577503,5.580110497237568,0.2715,0.44613,55.635792778649915
WLDUSDT,2026-05-30 22:00,0.3232,5.483028720626626,11.435786435786438,4.62932988022013,0.3089,0.509,57.48762376237625
ENSUSDT,2026-05-30 09:00,6.226,6.282007511095943,4.894366197183107,4.49815374286673,5.958,5.137,-17.491166077738523
CLANKERUSDT,2026-05-30 07:00,19.45,5.420054200542006,6.670372429127309,1.3548723293381866,19.19,16.42,-15.578406169665799
FETUSDT,2026-05-30 02:00,0.262,7.157464212678944,13.165137614678901,6.201864612890153,0.2467,0.2452,-6.412213740458019
OUSTUSDT,2026-05-30 00:00,46.79,6.36508297340304,10.714285714285726,1.9834350479511695,45.88,42.45,-9.275486215003198
APRUSDT,2026-05-29 23:00,0.18919,6.874929386509991,8.8534194165471,3.8991707397440796,0.18209,0.2299,21.51805063692584
PANWUSDT,2026-05-29 22:00,273.32,5.0261297264063876,5.75181891673403,4.4681420326415155,261.63,272.5,-0.30001463486023455
SAPIENUSDT,2026-05-29 19:00,0.1063,5.992621397945959,12.658093314911259,0.28301886792453645,0.106,0.08573,-19.35089369708373
MEMEUSDT,2026-05-29 18:00,0.0005129,7.2115384615384786,9.399141630901294,0.6080816006277012,0.0005098,0.000543,5.8685903684928675
XPLUSDT,2026-05-29 02:00,0.09336,7.768671360960407,12.476906022909226,2.2339027595269383,0.09132,0.0855,-8.419023136246778
SMCIUSDT,2026-05-28 23:00,41.021,7.208007735932894,6.113296833301239,6.357437320127558,38.569,45.15,10.065576168304034
ARMUSDT,2026-05-28 22:00,322.43,5.077399380804948,10.02597935325083,0.17398328517724618,321.87,391.97,21.56747200942841
ACHRUSDT,2026-05-28 22:00,6.861,5.879629629629619,5.327292610529608,1.7650548798576058,6.742,6.436,-6.194432298498759
