asset,symbol,entry_dt,entry_close,+1w_%,+2w_%,+3w_%,+4w_%,+5w_%,+6w_%,+7w_%,+8w_%
crypto,OGNUSDT,2025-08-11,0.06274,11.5,1.1,1.1,2.0,0.7,-8.3,-0.2,-21.0
crypto,ONTUSDT,2025-07-21,0.155,-15.1,-6.1,-10.4,1.4,-5.5,-12.6,-8.8,-13.2
crypto,ONTUSDT,2025-08-18,0.1571,-6.8,-13.7,-10.0,-14.4,-23.4,-20.8,-35.1,-40.0
crypto,ONTUSDT,2026-03-30,0.09119,-10.0,-17.5,-21.1,-23.7,-27.4,-28.9,,
crypto,OPUSDT,2025-08-11,0.7614,1.9,-9.1,-5.4,3.2,2.3,-10.4,-5.6,-36.1
crypto,ORDIUSDT,2025-07-21,11.672,-24.2,-11.0,-20.7,-18.5,-26.1,-21.3,-14.9,-16.0
crypto,ORDIUSDT,2025-08-04,10.384,-10.9,-8.3,-17.0,-11.5,-4.4,-5.5,-21.4,-20.9
crypto,ORDIUSDT,2026-04-13,4.202,9.1,28.1,27.2,21.8,,,,
crypto,PENDLEUSDT,2026-05-04,1.9748,-2.5,,,,,,,
crypto,PEPEUSDT,2026-05-04,4e-06,-1.8,,,,,,,
crypto,POLYXUSDT,2026-05-04,0.05454,-1.1,,,,,,,
crypto,QNTUSDT,2025-05-26,106.54,12.0,0.2,-15.3,3.3,1.2,8.2,10.7,23.5
crypto,QTUMUSDT,2025-08-04,2.198,-1.8,40.9,23.4,22.6,14.2,6.8,-0.8,0.2
crypto,ROSEUSDT,2025-08-11,0.02929,-6.2,-16.9,-16.7,0.5,1.2,-11.0,-11.6,-28.5
crypto,ROSEUSDT,2025-09-08,0.02944,0.6,-11.4,-12.0,-28.8,-38.7,-40.9,-39.4,-22.8
crypto,RUNEUSDT,2025-06-23,1.412,-5.5,8.1,21.0,6.4,-8.6,0.7,-2.8,-5.7
crypto,RUNEUSDT,2026-05-04,0.6107,-2.3,,,,,,,
crypto,RVNUSDT,2025-06-09,0.019,-23.6,-23.9,-32.1,-25.1,-16.4,-13.5,-29.1,-23.1
crypto,RVNUSDT,2025-07-21,0.01644,-18.1,-11.1,-14.1,-16.1,-20.1,-21.4,-18.1,-21.8
crypto,SANDUSDT,2023-11-06,0.4417,-5.6,-3.8,-3.1,26.3,13.0,27.5,34.5,6.2
crypto,SANDUSDT,2023-11-20,0.4248,0.8,31.3,17.5,32.5,39.9,10.4,15.1,14.3
crypto,SANDUSDT,2023-12-04,0.5577,-10.5,1.0,6.5,-15.9,-12.3,-12.9,-19.3,-23.5
crypto,SANDUSDT,2024-11-11,0.3484,121.5,93.5,163.1,115.9,61.5,57.4,84.0,66.9
crypto,SANDUSDT,2025-08-04,0.29591,0.6,-0.4,-6.4,-2.6,4.7,-0.8,-8.6,-6.6
crypto,SFPUSDT,2026-04-20,0.351,-9.3,-6.6,-6.2,,,,,
crypto,SFPUSDT,2026-05-04,0.328,0.4,,,,,,,
crypto,SHIBUSDT,2023-11-06,9e-06,-2.7,-7.0,1.2,16.0,15.5,19.5,16.0,1.1
crypto,SHIBUSDT,2025-09-08,1.4e-05,-7.0,-12.3,-9.1,-22.0,-26.5,-22.9,-25.8,-27.1
crypto,SKLUSDT,2025-08-11,0.03851,-17.1,-19.3,-24.0,-28.0,-30.4,-29.2,-37.3,-45.7
crypto,SNXUSDT,2024-11-18,2.136,18.7,58.5,39.0,-7.6,-5.9,2.2,-16.4,-24.2
crypto,SNXUSDT,2025-08-18,0.6926,-1.9,-4.0,-0.8,-2.8,57.9,62.7,145.5,125.2
crypto,SNXUSDT,2025-09-22,1.0933,3.1,55.5,42.6,9.8,-3.5,-21.0,-36.3,-46.3
crypto,SOLUSDT,2023-07-10,27.405,-9.7,-11.6,-15.4,-11.7,-20.6,-24.2,-28.7,-33.5
crypto,SOLUSDT,2023-10-16,29.0142,13.1,41.8,94.0,110.3,98.4,117.1,158.1,144.3
crypto,SPELLUSDT,2025-08-18,0.000538,-10.9,-11.9,-8.6,-10.0,-16.8,-16.8,-32.3,-32.2
crypto,STGUSDT,2024-11-18,0.3492,19.9,26.4,2.7,-14.9,24.3,49.5,31.1,-2.5
crypto,STGUSDT,2024-12-23,0.4339,20.3,5.5,-21.5,-16.4,-37.4,-38.1,-35.7,-37.3
crypto,STGUSDT,2025-01-20,0.3627,-25.1,-25.9,-23.1,-25.0,-27.0,-46.8,-43.9,-38.5
crypto,STGUSDT,2025-08-18,0.1812,-10.0,-10.5,-5.5,-5.4,9.2,8.3,-5.4,-11.8
crypto,STGUSDT,2026-01-19,0.1633,-9.9,-9.2,-7.3,-14.0,-3.3,7.8,18.4,6.3
crypto,STGUSDT,2026-03-02,0.1761,9.8,-1.4,36.2,29.8,30.2,11.3,17.7,25.8
crypto,STORJUSDT,2025-07-21,0.3042,-14.8,-6.9,-11.2,-11.9,-16.1,-17.0,-12.4,-17.2
crypto,STORJUSDT,2026-05-04,0.115,-0.9,,,,,,,
crypto,STXUSDT,2025-08-04,0.7534,-4.8,-9.8,-17.7,-16.6,-11.1,-14.3,-22.4,-20.6
crypto,STXUSDT,2026-05-04,0.2685,-1.5,,,,,,,
crypto,SUSHIUSDT,2023-10-23,0.6353,55.0,71.5,72.1,87.1,107.0,112.1,83.4,89.9
crypto,SUSHIUSDT,2025-07-14,0.9926,-5.8,-23.6,-10.4,-16.4,-15.3,-23.5,-24.0,-18.0
crypto,THETAUSDT,2023-10-23,0.6852,15.7,45.1,41.5,43.0,58.6,66.6,52.9,85.0
crypto,THETAUSDT,2025-07-21,0.9317,-19.8,-6.1,-10.3,-9.7,-16.3,-15.6,-9.5,-13.8
crypto,THETAUSDT,2025-08-18,0.8413,-7.3,-6.5,0.2,-4.6,-15.8,-12.7,-32.2,-33.2
crypto,TLMUSDT,2026-05-04,0.002058,-1.2,,,,,,,
crypto,TONUSDT,2026-05-04,2.4831,-5.6,,,,,,,
crypto,UNIUSDT,2023-07-24,6.4161,-7.2,-5.2,-23.7,-27.0,-31.3,-34.3,-33.3,-34.0
crypto,UNIUSDT,2023-08-07,6.081,-19.5,-23.0,-27.5,-30.7,-29.6,-30.4,-23.5,-28.7
crypto,UNIUSDT,2023-11-20,6.1759,-1.9,7.1,-1.8,10.8,17.0,-2.8,2.3,3.2
crypto,VETUSDT,2025-08-04,0.025173,-1.6,3.6,-4.1,-6.5,-2.2,-3.3,-12.1,-9.1
crypto,WLDUSDT,2025-07-21,1.2166,-20.0,-11.1,-17.8,-20.1,-27.5,-15.2,29.5,20.5
crypto,WOOUSDT,2025-08-18,0.07499,-9.5,-12.9,-5.1,5.1,-6.8,-7.2,-36.0,-43.3
crypto,XLMUSDT,2023-06-26,0.10733,-7.8,22.2,45.3,45.7,29.7,28.4,20.7,12.5
crypto,XTZUSDT,2023-10-23,0.745,8.6,25.1,15.4,13.0,14.5,29.5,22.3,31.7
crypto,XTZUSDT,2023-12-04,0.965,-5.6,1.7,4.7,-9.5,15.4,5.9,1.3,-0.7
crypto,XTZUSDT,2025-07-14,1.0697,-15.6,-29.0,-17.7,-19.9,-22.4,-32.8,-33.7,-28.1
crypto,YGGUSDT,2025-09-08,0.2312,-23.1,-30.6,-28.3,-43.0,-37.5,-38.5,-47.1,-49.2
crypto,ZILUSDT,2024-11-11,0.01874,32.2,43.4,86.1,47.4,10.6,11.5,23.5,11.8
crypto,ZRXUSDT,2025-08-04,0.2635,-3.6,-2.9,0.1,4.5,3.6,-3.2,-9.0,-5.0
crypto,ZRXUSDT,2026-05-04,0.126,-0.3,,,,,,,
kr,000080,2023-11-17,23250.0,-1.7,-3.4,-1.5,-0.6,-0.4,-3.2,-4.5,-6.2
kr,000120,2023-08-11,83000.0,-2.3,-5.2,-0.8,-2.3,-3.9,-1.8,-2.7,-0.1
kr,000120,2023-09-01,82300.0,-1.5,-3.0,-1.0,-1.8,0.7,-4.5,-7.7,-9.6
kr,000120,2023-11-17,87400.0,9.6,30.2,35.7,35.2,44.5,45.5,43.1,50.5
kr,000120,2025-06-20,90700.0,-3.5,0.0,3.6,1.8,-0.8,-5.1,-3.9,-8.4
kr,000120,2025-11-14,94500.0,0.0,-3.4,3.2,0.8,1.1,-0.1,0.5,-1.1
kr,000120,2025-12-05,97500.0,-2.3,-2.1,-3.2,-2.6,-4.1,-0.1,5.3,6.5
kr,000155,2023-05-26,56000.0,2.5,5.4,0.0,-3.0,-5.9,-10.4,-8.4,-9.6
kr,000155,2023-08-25,56200.0,1.4,3.0,35.9,27.4,26.5,-6.2,-3.0,-14.9
kr,000210,2023-11-03,45500.0,4.1,7.5,4.0,5.9,7.5,9.5,15.2,13.0
kr,000210,2025-05-16,40450.0,3.0,9.4,19.9,9.5,5.7,11.5,23.4,27.3
kr,000240,2023-08-18,12400.0,-16.0,-12.0,-10.0,-8.5,-9.5,-10.6,-13.0,-11.0
kr,000370,2025-05-16,4250.0,1.6,7.8,14.8,29.6,32.5,34.1,28.9,76.7
kr,000500,2023-06-16,19219.0,-3.1,0.2,3.2,4.2,1.5,10.2,6.7,17.9
kr,000670,2024-02-23,48717.0,-2.5,-3.6,-7.4,-6.6,-8.7,-11.7,-14.2,-26.1
kr,000670,2024-10-11,36749.0,-4.7,-5.4,1.3,15.1,8.1,-1.0,7.4,15.0
kr,000720,2023-05-19,39750.0,-1.8,-3.9,-1.1,-2.9,-3.4,-4.2,-12.8,-5.7
kr,000990,2025-02-07,38900.0,9.3,19.4,11.1,6.9,14.9,26.0,13.1,6.7
kr,001430,2024-12-13,20300.0,-1.5,-2.2,-5.3,-6.4,-7.8,-2.8,-5.0,-7.0
kr,001440,2024-04-05,12790.0,4.2,-0.3,7.9,2.3,14.2,43.5,50.0,30.6
kr,001740,2025-06-13,4325.0,1.3,2.8,6.4,10.5,11.0,5.9,2.5,4.0
kr,001740,2025-12-12,4740.0,-2.2,-4.4,-6.3,-8.8,-5.9,-0.9,18.1,7.2
kr,002020,2023-12-15,17770.0,-1.1,-2.1,-5.7,-5.6,-8.0,-10.4,5.2,1.2
kr,002020,2024-02-02,18690.0,-3.8,-4.3,-4.2,-8.2,-11.2,-11.4,-5.3,-9.1
kr,002020,2024-03-22,17700.0,-4.1,-5.3,-9.0,-10.4,-8.2,-7.9,-7.3,-7.1
kr,002350,2025-05-23,6140.0,9.3,8.5,0.3,2.9,0.0,2.9,4.7,1.5
kr,002380,2023-09-08,224500.0,10.2,12.5,9.8,9.4,4.0,0.4,0.0,7.1
kr,002790,2024-04-26,31450.0,5.6,11.4,11.1,10.7,21.6,9.4,12.4,8.6
kr,002790,2025-05-09,23550.0,-3.6,5.7,11.3,18.9,18.5,35.5,29.9,31.8
kr,003030,2026-02-20,153100.0,-7.3,-14.6,-1.4,31.3,25.1,65.3,51.5,40.8
kr,003030,2026-03-13,151000.0,33.1,26.9,67.5,53.6,42.7,45.7,58.9,35.8
kr,003090,2023-09-29,15640.0,9.8,7.7,-4.6,-4.5,-2.9,0.6,11.9,6.1
kr,003240,2024-01-26,689000.0,31.8,26.3,29.6,18.0,14.1,12.3,9.3,4.5
kr,003470,2023-05-19,2805.0,-0.7,0.9,2.7,-2.1,-6.6,-4.5,-4.8,-2.3
kr,003470,2023-12-08,2680.0,-2.8,-3.5,-4.9,-8.0,-7.5,-9.7,-9.3,1.1
kr,003530,2023-11-10,2710.0,-1.1,2.8,3.7,16.8,15.3,21.8,28.4,17.2
kr,003540,2023-05-19,13260.0,0.3,1.8,3.3,3.6,2.2,1.8,-0.5,1.8
kr,003540,2023-07-14,13500.0,0.1,-0.1,3.4,3.6,4.7,4.7,6.4,5.6
kr,003620,2023-12-15,9121.0,-0.7,1.9,-4.3,-5.8,-8.7,-7.6,-5.2,-3.2
kr,003620,2024-08-30,6541.0,-9.0,-7.4,-10.0,-13.3,-15.2,-14.9,-16.2,-20.8
kr,003620,2025-10-24,3630.0,5.1,-3.9,-6.3,-10.7,-7.7,-0.8,1.4,-1.2
kr,003620,2026-01-16,3500.0,0.7,11.0,13.3,15.4,22.1,15.6,0.1,2.6
kr,003620,2026-04-17,4360.0,-4.1,-0.6,-4.1,-5.7,,,,
kr,003670,2025-07-04,131200.0,5.9,19.6,13.3,4.5,14.6,24.4,15.2,7.7
kr,003670,2025-07-18,156900.0,-5.3,-12.6,-4.1,4.0,-3.6,-9.9,-16.1,-14.9
kr,003850,2023-08-11,9120.0,-2.4,5.6,-0.9,7.1,12.4,13.2,10.7,12.9
kr,003850,2023-09-08,9770.0,4.9,5.6,3.4,5.4,8.3,0.4,-7.6,-6.9
kr,003850,2025-10-31,8830.0,-2.5,-0.9,-5.8,1.2,2.3,4.1,4.8,2.2
kr,003850,2025-11-28,8940.0,1.0,2.8,3.5,0.9,4.6,-1.5,-2.7,2.8
kr,004000,2024-07-19,47750.0,-1.9,-3.6,-8.9,-7.3,1.0,2.0,3.1,-1.3
kr,004000,2024-08-23,48250.0,0.9,2.1,-2.3,-9.7,2.2,-2.2,0.0,-2.4
kr,004000,2024-10-11,48250.0,-2.4,-6.5,-11.6,-16.4,-20.9,-24.0,-28.8,-26.9
kr,004000,2025-07-18,43000.0,-1.5,-5.1,0.0,-3.5,-5.6,-3.0,3.8,6.4
kr,004020,2023-07-28,35850.0,-0.1,-3.2,-4.7,-2.8,6.0,8.6,10.0,10.6
kr,004490,2023-09-01,60100.0,2.0,5.7,2.2,-1.7,-5.7,-7.2,-10.3,-14.8
kr,004490,2025-12-19,66400.0,-2.6,-6.0,-6.8,-4.2,-3.3,-3.9,-5.1,0.8
kr,004490,2026-02-20,69200.0,-0.4,-10.4,-12.4,-11.4,-12.6,-12.9,-12.6,-11.3
kr,004800,2023-11-17,50919.0,2.1,3.8,4.4,2.3,2.6,-4.2,-7.0,-7.0
kr,004990,2023-12-08,27950.0,0.4,1.1,-3.2,-10.4,-8.8,-12.3,-9.1,13.1
kr,004990,2025-04-25,22450.0,2.2,4.0,5.8,14.3,32.7,37.9,30.1,23.4
kr,005070,2025-08-15,51000.0,-7.6,-16.0,-19.3,-18.1,-14.8,-19.0,-21.9,-21.8
kr,005070,2026-01-30,51000.0,-2.7,3.3,6.5,14.5,3.7,-5.9,-2.5,1.4
kr,005070,2026-02-13,52700.0,3.0,10.8,0.4,-8.9,-5.7,-1.9,-2.8,4.4
kr,005090,2023-11-03,27300.0,-1.5,3.7,4.2,6.4,4.6,2.0,2.7,0.0
kr,005090,2024-05-24,27250.0,-2.6,-4.8,-2.9,-3.1,-7.7,-8.4,-8.8,-7.0
kr,005440,2023-11-24,3815.0,-0.8,-3.7,-4.3,-0.3,-4.6,-8.4,-9.2,-9.3
kr,005490,2025-07-04,316500.0,1.4,-1.7,5.1,-8.2,-6.6,-2.8,-5.2,-9.8
kr,005690,2024-03-22,6550.0,-4.6,-13.6,-13.1,-15.3,-12.2,-11.3,-12.7,-15.1
kr,005690,2024-08-16,7040.0,-4.4,-16.9,-28.0,-24.7,-21.6,-21.7,-26.1,-26.7
kr,005690,2024-12-13,7210.0,14.4,14.8,18.0,24.0,17.1,27.2,10.7,23.3
kr,005880,2023-12-01,2020.0,1.5,5.0,5.4,6.7,7.2,27.0,23.5,5.9
kr,005880,2025-06-13,1796.0,-7.0,-10.6,-5.2,5.2,4.9,3.0,-2.1,0.2
kr,005880,2025-07-11,1890.0,-0.3,-2.2,-7.0,-4.8,-6.9,-9.3,-9.3,-8.5
kr,005880,2025-12-05,1953.0,-2.9,-6.9,-9.9,-10.5,-9.9,-6.6,-3.9,0.0
kr,005880,2026-01-16,1824.0,2.9,7.1,12.1,18.7,26.4,19.0,24.7,20.6
kr,005930,2025-05-16,56800.0,-4.6,-1.1,4.0,2.6,4.8,7.0,11.4,10.2
kr,005930,2025-06-20,59500.0,2.2,6.4,5.2,12.8,10.8,15.8,20.7,20.3
kr,005940,2023-05-19,9440.0,2.5,3.5,3.9,3.0,0.5,1.2,-1.3,3.1
kr,006040,2024-01-19,33008.0,-3.7,9.1,5.0,1.1,7.2,7.2,9.2,7.2
kr,006110,2025-08-15,28250.0,-18.2,-20.9,-20.0,-18.6,-18.1,-26.0,-27.4,-29.5
kr,006110,2025-11-14,23950.0,-6.5,-0.4,1.3,7.5,1.3,4.2,-4.2,-3.5
kr,006110,2025-11-28,23850.0,1.7,8.0,1.7,4.6,-3.8,-3.1,-2.5,7.8
kr,006110,2026-01-23,25700.0,33.1,8.9,15.6,24.5,21.2,23.9,31.7,26.8
kr,006280,2023-05-26,126900.0,0.2,-2.9,-9.4,-13.9,-9.5,-14.3,-9.1,-9.5
kr,006280,2023-11-17,116600.0,0.8,-1.5,4.0,3.9,7.2,7.6,0.0,-1.8
kr,006280,2023-12-08,121300.0,-0.2,3.1,3.5,-3.9,-5.6,-10.3,-9.3,-7.6
kr,006280,2024-02-09,115100.0,0.6,3.0,2.4,7.6,3.8,8.1,5.4,-1.0
kr,006280,2024-03-22,124400.0,-2.5,-8.4,-11.0,-12.3,-10.0,-8.8,-7.9,-4.9
kr,006280,2024-07-05,118000.0,7.3,8.4,7.6,20.3,27.0,26.8,42.6,44.8
kr,006340,2023-12-08,1140.0,-1.3,0.0,1.5,2.4,2.3,0.5,7.1,9.6
kr,006360,2023-11-24,16670.0,-3.0,-4.6,-5.6,-7.1,-9.9,-14.2,-11.1,-14.5
kr,006360,2024-03-01,15950.0,-3.1,-3.5,-4.8,-6.3,-5.2,-9.2,-9.7,-5.0
kr,006360,2024-05-03,16080.0,-1.2,-3.2,-5.7,-6.8,-7.8,-9.5,-6.2,-6.5
kr,006360,2024-05-17,15570.0,-2.6,-3.7,-4.8,-6.5,-3.1,-3.5,-3.3,3.1
kr,006360,2024-07-19,17900.0,7.3,6.4,6.9,7.8,14.2,14.5,2.0,7.1
kr,006400,2024-03-22,462593.0,-0.3,-11.0,-15.1,-15.1,-13.5,-7.3,-9.2,-8.8
kr,006400,2025-08-01,190000.0,14.7,17.9,13.7,8.9,5.0,7.4,6.8,6.6
kr,006650,2025-03-07,104500.0,-5.4,-5.3,-9.1,-14.9,-18.5,-17.3,-15.0,-19.6
kr,006650,2025-07-11,104200.0,-3.5,-1.8,-4.7,-5.9,-6.5,-1.1,17.1,17.3
kr,006650,2025-08-01,99300.0,-1.2,-1.9,3.8,22.9,23.1,19.9,14.8,16.5
kr,006650,2025-08-22,103100.0,18.3,18.5,15.5,10.6,12.2,9.9,4.6,19.8
kr,007700,2024-02-02,19680.0,-5.6,-13.2,-7.4,-15.6,-20.1,-20.7,-20.4,-23.8
kr,007700,2024-06-07,15900.0,-3.6,-4.4,-5.7,-4.5,-4.4,-5.7,-8.8,-11.0
kr,007700,2025-05-09,12570.0,1.8,13.1,24.6,31.3,37.6,36.8,76.2,58.9
kr,007810,2023-09-01,17160.0,-7.4,-6.6,-12.2,-14.2,-18.8,-7.6,-14.5,-18.3
kr,007810,2023-12-15,19910.0,3.0,0.4,2.5,-5.9,-2.9,-6.6,-12.5,-14.6
kr,007810,2025-02-14,13060.0,-1.7,-6.1,-8.9,-8.7,-4.8,-14.5,-23.1,-24.8
kr,008770,2025-04-04,40500.0,-4.4,-4.7,-3.5,8.4,7.3,8.6,19.1,22.5
kr,008770,2025-05-02,43900.0,-1.0,0.2,9.9,13.0,10.0,13.9,17.8,17.3
kr,008930,2023-08-11,39100.0,-11.6,-11.1,-16.6,-15.0,-11.9,-18.3,-15.7,-11.5
kr,008930,2023-11-10,34150.0,5.1,4.5,3.7,8.3,5.7,12.2,14.8,9.5
kr,008930,2025-05-09,29550.0,23.4,11.8,19.8,25.4,27.6,46.2,50.9,41.3
kr,009155,2023-09-15,69800.0,-3.7,-3.4,-5.7,-2.9,-3.9,-10.3,-7.7,-9.3
kr,009240,2023-08-11,59300.0,-0.8,-2.7,-2.9,-4.2,-4.4,-2.7,-5.1,-9.4
kr,009420,2025-08-15,29250.0,-2.7,2.1,9.2,16.2,12.0,5.0,17.9,19.5
kr,009540,2023-05-12,85900.0,5.4,12.7,15.0,20.7,32.7,34.9,35.6,40.2
kr,009830,2023-12-22,38550.0,2.5,-5.8,-4.7,-15.4,-14.5,-10.0,-17.4,-12.8
kr,010060,2025-01-10,79800.0,4.9,0.5,-0.9,3.3,-4.1,1.1,-0.3,8.0
kr,010780,2024-03-08,30100.0,-5.3,1.2,-4.5,-11.8,-17.1,-15.8,-12.8,-11.3
kr,010780,2025-05-30,21050.0,11.9,10.5,3.8,1.7,2.4,4.5,-0.2,-1.7
kr,010950,2023-08-04,76800.0,1.2,-4.9,-7.6,-4.7,1.6,5.1,0.8,3.1
kr,010950,2023-09-15,80700.0,-4.1,-1.9,-9.7,-8.4,-12.4,-15.2,-16.1,-17.1
kr,010950,2024-02-23,75100.0,1.7,-0.9,5.6,3.6,4.5,11.2,4.7,2.3
kr,011070,2024-05-31,248000.0,-2.8,6.5,3.0,9.7,8.3,15.9,20.0,4.4
kr,011170,2025-06-13,64500.0,-3.6,-9.1,5.3,8.5,2.3,2.8,-0.8,-3.6
kr,011170,2025-07-04,67900.0,3.1,-2.8,-2.4,-5.7,-8.4,-10.3,-7.7,-6.5
kr,011170,2025-08-29,63500.0,0.2,5.0,4.1,5.5,5.8,3.0,15.1,20.3
kr,011170,2025-10-10,65400.0,11.8,16.8,8.1,5.2,30.3,19.3,10.4,11.5
kr,011200,2023-12-22,20200.0,-3.1,1.7,2.2,-4.9,-2.6,-2.7,-9.0,-11.7
kr,011210,2025-03-21,45850.0,0.5,-6.7,-12.8,-6.5,-5.7,-7.4,-5.8,-7.9
kr,011790,2023-11-17,92489.0,-1.4,-3.3,-6.2,-7.5,-8.3,-7.9,-10.6,-16.1
kr,011790,2024-03-08,97471.0,10.6,10.7,7.2,33.2,23.1,5.4,1.8,9.8
kr,011790,2025-09-19,97941.0,-6.0,-1.0,-0.1,5.4,7.3,22.6,6.4,10.8
kr,011790,2025-10-10,97847.0,5.5,7.4,22.7,6.5,11.0,1.7,6.8,5.7
kr,011790,2026-04-17,113700.0,2.1,3.8,40.6,37.5,,,,
kr,011930,2025-04-11,1281.0,2.3,12.3,5.3,11.9,14.8,8.2,10.6,17.9
kr,012510,2023-09-15,31250.0,-2.4,-7.2,-13.1,-13.3,-12.0,-10.7,-7.5,-8.3
kr,012510,2024-01-12,33250.0,31.9,45.0,47.2,49.8,51.0,54.6,37.0,25.9
kr,012750,2023-08-04,57100.0,-3.2,-4.6,-5.3,-3.0,-1.9,0.9,2.5,-0.9
kr,014680,2025-03-14,137500.0,-2.6,-11.8,-18.5,-20.9,-19.3,-12.4,-16.2,-18.5
kr,014820,2024-01-19,34050.0,-8.7,-6.0,-3.8,1.9,9.1,1.5,27.5,26.4
kr,014820,2026-02-20,28600.0,-7.5,-14.2,-13.6,-9.1,-8.2,-14.5,-9.8,-9.4
kr,014820,2026-04-24,28100.0,0.0,-4.8,-8.0,,,,,
kr,014820,2026-05-08,26750.0,-3.4,,,,,,,
kr,015860,2024-02-09,4155.0,-0.5,1.4,1.3,3.0,5.4,6.5,6.1,4.5
kr,017900,2025-04-25,1843.0,-1.5,0.9,0.1,-0.4,2.4,7.0,5.6,7.7
kr,018260,2023-06-02,125500.0,0.9,-1.0,-3.2,-2.1,-8.2,-2.4,2.5,-2.2
kr,018880,2023-07-14,8765.0,-4.4,-9.7,-10.0,1.9,-0.3,-3.2,-3.3,-4.3
kr,018880,2023-08-11,8932.0,-2.2,-5.0,-5.1,-6.1,-5.3,-3.7,-2.0,0.4
kr,018880,2023-10-06,8970.0,-19.0,-26.3,-26.0,-26.6,-27.4,-25.5,-24.8,-26.2
kr,018880,2025-01-10,4038.0,1.0,-4.7,-1.6,-1.0,0.3,3.7,2.0,-4.7
kr,018880,2025-08-22,3416.0,-2.7,-5.3,-5.2,-10.0,-16.5,-14.4,-16.9,2.0
kr,018880,2025-10-17,3485.0,5.6,16.4,14.0,11.9,1.4,8.0,8.6,3.4
kr,020150,2024-03-22,47800.0,2.5,-0.8,-6.6,-11.7,-4.8,-6.3,-4.0,2.9
kr,020150,2024-04-26,45500.0,-1.5,0.9,8.1,0.4,4.6,8.1,22.9,22.6
kr,020560,2023-12-15,11150.0,-0.6,0.1,0.5,2.2,7.7,6.8,11.6,21.2
kr,020560,2024-01-05,11210.0,1.7,7.1,6.2,11.0,20.5,13.8,7.0,3.8
kr,021240,2023-11-10,51800.0,0.2,-2.9,-2.1,2.5,7.1,7.9,10.4,2.7
kr,022100,2025-03-14,27600.0,0.0,-8.3,-12.3,-8.3,-12.0,-7.8,-12.0,-13.6
kr,022100,2025-04-11,25300.0,-4.0,0.6,-4.0,-5.7,-11.1,-20.0,-12.6,-10.9
kr,022100,2025-07-18,25350.0,1.8,-10.7,-6.7,1.0,-8.3,-11.4,-13.8,-9.7
kr,022100,2025-08-15,25600.0,-9.2,-12.3,-14.6,-10.5,-11.3,-16.4,-16.8,-18.2
kr,022100,2025-10-17,25000.0,8.6,5.2,1.6,3.8,-2.4,1.6,5.6,10.8
kr,023530,2024-11-01,65100.0,-2.9,-4.6,-10.9,-12.1,-15.1,-12.3,-12.4,-15.5
kr,026960,2023-05-12,20750.0,0.7,-0.2,-2.7,-1.7,-5.3,-7.9,-8.3,-9.9
kr,026960,2024-04-19,18520.0,2.1,1.7,2.4,3.6,1.9,1.2,0.6,8.0
kr,028050,2025-03-21,20500.0,-3.1,-6.3,-5.7,-5.9,-7.6,-7.0,-3.3,-1.7
kr,028670,2024-03-01,4865.0,-5.9,-8.5,-8.8,-15.0,-17.4,-16.8,-17.5,-16.3
kr,028670,2025-02-21,3740.0,1.1,5.5,-3.5,-4.1,-9.8,-10.4,-12.0,-10.6
kr,030190,2024-02-02,10380.0,0.9,5.0,3.1,3.1,2.1,2.3,4.6,-3.1
kr,030610,2023-05-19,5460.0,-2.0,-0.9,-1.6,-2.4,-3.5,-3.3,-6.6,-4.2
kr,030610,2023-12-08,5080.0,-1.2,-2.1,-2.6,-4.2,-3.8,-5.3,-6.1,3.5
kr,030610,2024-02-02,5260.0,-1.7,2.9,3.6,0.2,1.1,1.9,2.7,-3.4
kr,032350,2023-08-18,14970.0,9.2,8.0,-0.3,-5.8,-1.5,-6.6,-27.0,-30.2
kr,032350,2024-04-26,9790.0,3.7,1.3,-0.8,1.6,10.7,0.9,2.8,-0.9
kr,032350,2024-09-27,10200.0,-2.5,-1.7,-5.0,-7.1,-6.4,-11.3,-13.7,-16.8
kr,032350,2025-04-04,8900.0,-1.1,7.9,8.0,22.1,21.3,27.0,26.7,33.4
kr,033240,2025-07-04,15810.0,7.3,9.3,12.5,12.0,24.5,16.3,19.4,25.7
kr,034220,2024-01-05,12284.0,-0.2,-2.0,0.5,-3.2,-4.4,-3.6,-6.0,-7.4
kr,034230,2025-03-07,11010.0,-6.3,-2.0,-0.1,5.1,4.7,10.3,9.3,12.3
kr,034730,2023-11-17,163000.0,-1.4,1.3,4.8,9.0,6.4,9.2,4.5,0.2
kr,035250,2023-12-15,16310.0,0.9,-1.9,-5.9,-6.4,-9.1,-6.7,-2.3,6.9
kr,035250,2024-02-09,17440.0,-2.5,-0.1,-0.3,-0.8,-4.8,-3.5,-6.6,-10.9
kr,035250,2024-08-30,15990.0,6.8,11.2,10.9,6.9,4.6,4.1,5.4,1.6
kr,035420,2023-05-12,213500.0,1.4,-5.2,-4.2,-6.1,-5.2,-11.5,-14.4,-8.7
kr,035420,2023-08-04,223500.0,-0.7,-4.9,-5.6,-4.0,-3.8,2.7,-6.9,-9.8
kr,035420,2023-12-08,217500.0,3.9,-1.1,3.0,1.4,6.0,-0.9,-0.5,1.8
kr,035420,2023-12-29,224000.0,-1.6,2.9,-3.8,-3.3,-1.1,-8.0,-8.5,-10.5
kr,035720,2023-11-24,50500.0,-1.6,2.4,8.7,4.6,7.5,10.5,19.6,14.1
